# StartTime: 2016/03/14 18:18:53
timestamp.ms,latitude,longitude,altitude
471858.0,52.83825448,9.22955354,70.0
472858.0,52.83828105,9.22955046,70.0
473858.0,52.83830757,9.22954529,70.0
474858.0,52.83833386,9.22953925,70.0
475858.0,52.83836044,9.2295323,69.0
476858.0,52.8383867,9.22952648,68.0
477858.0,52.83841356,9.22952096,69.0
478858.0,52.83844129,9.22951292,67.0
479858.0,52.83846872,9.22950559,68.0
480858.0,52.83849548,9.22949537,66.0
481858.0,52.83852262,9.22948963,67.0
482858.0,52.83854852,9.22948697,67.0
483858.0,52.83857581,9.2294809,64.0
484858.0,52.83860337,9.22947432,65.0
485858.0,52.83863061,9.22946612,65.0
486858.0,52.83865642,9.2294599,66.0
487858.0,52.83868275,9.22945626,65.0
488858.0,52.83870792,9.22945213,65.0
489858.0,52.83873344,9.22944543,63.0
490858.0,52.8387586,9.22943712,62.0
491858.0,52.83878536,9.22943292,64.0
492858.0,52.83881184,9.22943192,63.0
493858.0,52.8388372,9.22942984,63.0
494858.0,52.83886249,9.22942766,63.0
495858.0,52.83888813,9.22942552,62.0
496858.0,52.83891304,9.22942079,62.0
497858.0,52.8389378,9.22941645,62.0
498858.0,52.83896229,9.22941272,62.0
499858.0,52.8389878,9.22940916,62.0
500858.0,52.83901235,9.2294082,63.0
501858.0,52.83903782,9.22940774,63.0
502858.0,52.83906317,9.22940658,63.0
503858.0,52.83908978,9.22940326,63.0
504858.0,52.83911637,9.22940037,64.0
505858.0,52.83914356,9.2293986,64.0
506858.0,52.83916991,9.2293959,64.0
507858.0,52.83919748,9.22938872,63.0
508858.0,52.83922564,9.22937876,62.0
509858.0,52.83925356,9.22936847,63.0
510858.0,52.83928073,9.2293606,63.0
511858.0,52.83930854,9.22935411,64.0
512858.0,52.83933639,9.22934528,62.0
513858.0,52.83936499,9.2293318,61.0
514858.0,52.83939248,9.22931694,61.0
515858.0,52.83942099,9.22930464,61.0
516858.0,52.83944893,9.22929939,62.0
517858.0,52.83947764,9.22929501,61.0
518858.0,52.83950565,9.22929074,61.0
519858.0,52.83953457,9.22928663,62.0
520858.0,52.83956241,9.22928287,62.0
521858.0,52.83958966,9.22927873,61.0
522858.0,52.83961544,9.22926948,61.0
523858.0,52.83964225,9.22926082,63.0
524858.0,52.83966872,9.22925511,63.0
525858.0,52.8396944,9.22925137,63.0
526858.0,52.83971975,9.22924566,63.0
527858.0,52.83974606,9.22923968,63.0
528858.0,52.8397715,9.22923331,64.0
529858.0,52.83979702,9.22922625,64.0
530858.0,52.83982255,9.22922165,63.0
531858.0,52.83984877,9.22921583,63.0
532858.0,52.83987442,9.22921034,63.0
533858.0,52.83990125,9.22920519,63.0
534858.0,52.83992737,9.22920018,63.0
535858.0,52.83995375,9.22919329,63.0
536858.0,52.83998007,9.22918472,63.0
537858.0,52.84000531,9.22918202,64.0
538858.0,52.84003042,9.2291786,65.0
539858.0,52.84005594,9.22917927,65.0
